half red;5:38;180539352;521
north political;1:33;172282393;700
experience doctor;1:17;336655656;996
would opportunity;10:49;385582293;748
they;8:38;897154963;627
laugh;1:19;612365354;355
black;7:24;532650804;527
center support;7:4;779969439;55
cause dark;10:37;794787063;660
bit;0:46;612850798;333
debate fact;2:11;619860928;817
house need;10:38;894073413;22
expert;10:46;613067658;935
night arrive;3:18;848776671;881
entire sell;3:35;365449116;770
short say;5:3;36297029;418
for couple;6:0;882235470;106
get;1:15;535289232;124
group hotel;9:48;82525259;504
kitchen possible;7:51;281030723;701
anyone interest;1:26;1765407;85
type;3:58;509156124;549
very goal;10:52;357976844;693
her thought;7:41;152001177;937
model cost;6:12;525639761;765
foot item;9:36;394010624;877
test be;5:25;499807936;344
light;1:32;708245977;472
fill whom;3:47;142837004;679
option listen;10:44;287894942;769
treatment all;4:46;195355354;240
recent;8:48;982575910;58
end hospital;5:1;655142458;909
lose;4:32;816547835;1000
education bill;3:7;924197260;61
couple after;10:1;467600823;951
back develop;1:27;668731997;254
experience;7:1;865538945;453
these;9:58;108776297;820
find;4:18;810552812;130
hot;10:42;936707823;830
environmental;8:8;288341231;750
spring deal;0:28;181073819;219
edge;10:35;78567540;453
model sign;8:21;788179619;799
stage;4:4;168524384;500
itself;9:10;365138375;316
between;8:0;758189399;146
art style;4:37;722472126;151
general;7:46;480906098;938
realize will;7:29;220348835;970
large;4:37;413674639;191
book;8:41;784272551;71
travel south;9:36;942079542;653
whatever;9:1;787055402;746
social force;1:44;18727974;289
bring;8:15;30831523;212
democratic;5:28;779179516;86
model;2:55;264870350;241
civil career;9:25;220429351;513
plant;2:42;942464113;140
perhaps;6:29;400529719;868
member then;9:28;746814678;723
economy hot;8:34;950185204;463
interest sport;0:20;4415239;223
imagine;5:33;87380598;263
reduce;9:40;11552246;578
risk public;9:49;745329009;242
wait court;2:39;848580346;803
since month;4:22;557745127;914
detail;4:46;714887163;729
firm pass;0:32;847052324;367
dinner enough;6:21;5315218;718
what land;2:35;571070160;237
than;4:3;772705594;483
open fire;0:23;52073785;381
first sort;10:52;80255872;206
impact;4:37;166915987;505
region computer;0:8;357723718;926
clear compare;3:3;743004487;722
gas leg;10:16;59800443;19
radio;0:12;676229195;159
hospital war;9:22;912137133;352
production;10:16;42156999;738
lose once;6:16;491945186;502
risk debate;3:41;334354413;171
but these;9:20;18865064;60
soldier sign;6:36;401730729;75
free;2:47;137650189;449
send;5:47;729903219;907
once;10:35;993514586;937
society;10:33;666057061;935
serve career;6:56;396355611;303
interest;2:59;135714886;143
bad;7:26;319512180;464
they girl;3:59;802075825;597
watch sister;10:25;815670715;511
sea;6:55;657973365;217
others;7:10;109494685;497
drive;8:24;554338823;70
citizen culture;9:5;12665792;132
politics;5:8;816842967;831
customer;9:23;894524296;5
draw;6:46;283710219;658
degree attorney;3:4;250180340;454
foot well;10:39;407515928;862
company;4:50;646402216;307
believe;1:16;696836085;556
company;7:4;44326263;911
like class;4:23;760829798;861
big manage;4:23;993989730;610
have game;8:20;573029254;360
offer;4:39;439850522;241
short;0:24;770586850;781
behavior;7:41;534781509;817
present;2:39;456996300;301
respond;5:30;932795226;663
west;0:13;977927600;256
act;0:59;933290784;388
else peace;3:57;337494563;856
happy race;4:36;138128353;130
hot family;8:50;561157212;795
important;6:51;234880602;953
these national;9:14;977430123;487
material wall;8:30;534333773;299
statement it;10:43;892828273;34
will surface;7:48;90724732;123
interesting produce;6:12;237041905;404
political majority;6:15;819273714;1
whether;5:47;88417315;499
pick technology;7:28;646179104;111
chance;7:38;696856620;780
clear;6:32;409294119;816
sit future;2:19;702890235;912
allow;2:17;962160360;48
security realize;3:42;238857937;489
like;3:42;590436619;706
big red;0:47;954613981;606
experience parent;1:8;957102481;697
others;1:43;214552642;32
something;2:32;807827307;404
yard;0:1;959357107;945
office lot;3:4;379300247;163
wind center;0:53;60219715;934
today;8:32;968202681;759
TV;9:32;316244959;616
however more;3:46;677493334;418
great;8:55;340697747;420
affect;10:10;868245808;150
hotel;7:38;746619633;779
lead event;8:8;507986693;358
particular;10:32;480536267;431
cover model;4:59;324677656;298
bag;7:16;897089618;631
government body;3:44;174490131;105
few;7:26;576415656;188
other point;10:22;630924929;958
fund;10:49;129376219;525
agree;0:19;794936084;364
quality;3:2;282683095;703
age;8:0;107364242;934
light control;9:33;158521933;367
thank;10:32;290498701;357
condition;6:54;313391296;67
agency factor;9:16;838187210;720
see;8:5;42579139;834
major;8:6;721456203;238
discover;1:28;951689042;651
subject where;10:39;7272937;301
bar;10:5;10003769;811
position;10:29;526393161;172
commercial institution;6:0;930454403;916
north;2:49;904929699;838
table;7:4;750048958;90
think last;9:41;709997183;214
matter four;3:36;99936616;917
place;8:11;265540044;399
through;3:40;247264255;569
move;8:48;23462949;686
best;10:5;728334713;565
system;10:30;213744670;456
bar fact;2:49;10986820;90
full everyone;10:51;701031250;919
crime;5:49;605198569;85
serve some;10:25;959264911;558
form;2:9;870164213;258
decide;10:19;127021664;687
always player;1:6;939972827;75
pull;6:17;582555831;60
fly;10:42;90703313;837
different key;4:34;658222222;171
party information;4:36;957385387;244
lose well;6:16;825710410;57
soldier;3:24;846794075;826
challenge involve;4:58;240922853;979
husband;5:2;468728877;874
important yard;1:43;901222013;286
performance;10:49;450277758;901
action claim;2:49;211252941;165
candidate cost;4:32;323478299;55
difficult discuss;3:5;928533754;679
service;4:44;56172883;331
note only;3:30;548973854;807
or;3:21;422037483;213
interview believe;4:46;351821581;433
always;0:44;516088848;243
those nature;7:1;120550990;462
space hair;8:51;662208728;743
interest;7:25;495956182;957
cover at;5:17;711520554;422
form late;4:55;718670850;308
film;10:17;345691982;862
same support;8:31;212395638;484
article evidence;8:11;444997017;996
force;2:55;879101113;221
official road;2:17;56187243;848
require;3:30;45604869;96
plant however;8:14;445125128;184
able less;3:3;495060042;990
identify partner;0:58;288349726;684
chair;6:26;764550899;898
financial;10:52;727433286;805
authority color;5:45;299601514;595
hand;5:45;975948612;127
camera;0:5;698297273;806
success;10:35;856921406;78
think laugh;2:13;371218685;515
detail;7:54;838479241;845
whatever;8:52;510506697;937
building;9:10;941507554;702
beautiful;2:4;627150954;740
a;6:44;623771801;409
hand;0:58;29216086;562
language senior;2:44;430782784;637
process;9:44;196868941;149
conference;3:35;978227849;301
book door;7:25;275066651;595
often experience;1:47;738846681;989
spring;1:36;997185529;190
itself;4:3;797571922;741
mention pay;0:57;626010185;24
amount these;3:8;602817417;71
team;9:50;746986085;396
herself;5:45;126714868;536
director media;8:32;188032607;496
matter;6:13;374525815;292
our wonder;3:42;218152134;464
explain;0:32;694988118;591
their;9:50;864811624;386
assume;0:18;782772572;456
fish;10:17;556298117;387
commercial;3:30;50973625;166
sing day;9:58;454949758;215
test eight;1:14;691647104;21
contain model;0:7;184309767;398
film read;6:37;922477496;525
share five;9:38;30397944;76
recently;3:40;642040810;902
audience call;10:54;661628962;455
account;9:39;78849912;34
because;7:43;916715630;645
choose across;8:25;885480891;143
common;9:25;417205161;953
million reduce;5:25;146142742;590
energy;10:16;169606918;951
trip itself;9:55;915557172;437
culture travel;5:28;799940334;273
stock evening;6:13;327526526;448
method;8:3;727456695;370
should window;6:44;359893952;781
explain foreign;3:28;334032059;445
you;7:3;998709790;790
play;9:31;833244288;177
simply;2:56;755517427;658
film;3:9;903998686;503
south;9:34;192010449;640
pay;10:33;576877784;979
baby;7:7;705348684;376
example;9:8;701877459;334
partner south;10:56;830596530;535
shoulder;8:18;162677492;276
which;8:39;819541339;408
agency;3:48;527621786;526
out;10:42;26136519;932
network live;0:29;2471675;783
rather agent;1:24;292162316;135
oil along;5:27;350359422;316
official;2:0;233979590;606
management;9:1;724483380;802
force;6:21;250519667;174
process;7:33;77871937;482
young under;0:0;221510491;936
support station;4:17;757044314;770
particular agree;9:58;197320045;310
agree then;8:23;239364501;584
peace former;6:25;607111788;690
occur;2:16;331409489;842
environmental end;4:51;621992415;683
style week;5:32;217131133;622
those;7:17;371644963;310
why them;2:38;252316531;603
before;4:27;660778582;485
she majority;8:16;469443073;206
picture page;8:15;881249163;376
reflect;5:40;914239908;429
others;8:32;663278050;328
threat resource;6:56;725427254;704
often light;1:19;499946014;256
official;5:34;831897961;534
media;0:4;456453822;621
agree any;10:13;8408462;704
federal land;2:15;72797552;47
onto;0:56;721369259;1000
which;3:47;739681110;340
provide carry;9:40;557195653;348
direction;4:3;188163930;945
whole ago;9:26;340428892;685
many;8:21;672966218;486
yourself;4:35;560011746;859
budget ball;10:14;651853795;839
company;2:1;725656336;732
financial;4:1;711171975;852
follow special;0:13;14303133;499
record;2:12;606041397;860
bill send;2:18;367267935;261
page;7:35;336182853;671
seven case;9:57;995665452;607
beat;6:19;359779742;428
skill no;9:19;947209590;439
card;2:34;520915378;276
close subject;9:28;183484979;964
think;0:35;502780885;451
charge;0:9;137958918;234
upon they;4:41;380783909;517
foreign;6:48;710033475;150
dark;5:15;839542149;681
natural PM;7:54;923834429;880
morning;6:49;681503082;884
new western;4:58;544992629;35
pretty all;6:31;575569255;611
part put;10:47;946488962;12
east family;6:34;797303500;819
reveal have;1:19;722995693;765
now;7:57;42674851;227
throughout;8:17;838094573;765
measure;7:54;336653347;79
personal eye;2:44;641555210;832
truth;9:48;721371988;587
Mr under;0:54;759810572;28
might nation;9:36;344011841;453
carry treat;1:45;452390817;477
should choice;5:3;15389562;442
cover stand;5:32;324871931;745
usually upon;8:6;964405759;143
decide officer;9:6;919704844;495
front;10:44;235325775;340
important;3:53;514779582;653
seem;8:28;15434501;196
like;7:11;172498197;735
similar;4:0;223644377;211
loss fund;0:20;596068068;294
only glass;8:20;871733730;276
significant catch;7:9;62232889;93
other;10:48;584204627;165
sense;10:41;174528728;614
up;0:4;841217092;145
indeed;8:45;670285425;882
professional stay;1:37;229335711;777
too;8:44;863086652;197
many next;4:8;218279033;928
second;2:45;97365127;947
receive series;4:47;384319732;239
call once;9:49;811605602;240
common;2:41;803490849;633
grow least;1:10;632227841;708
pretty;6:39;452250201;280
cause;2:1;742452218;896
work;3:35;516944892;746
find;10:10;38386683;81
must;9:15;598302718;699
seat;7:18;261978853;123
others;3:42;441022286;669
church;9:12;379596616;827
really already;6:29;817084334;970
moment;2:46;438333414;58
certain born;10:10;356995663;138
ball;3:46;219998100;723
travel feeling;5:11;304270790;666
oil;5:4;569001680;770
score;4:7;741872753;574
animal;1:11;758826636;437
world either;4:35;28950379;298
movie;0:4;846203293;990
trouble;9:23;271346489;33
market central;1:48;419263569;568
support place;5:2;58374657;56
carry;10:34;793428047;508
daughter computer;0:41;457212421;140
century;5:17;117963446;106
resource;5:58;145779225;718
second moment;7:34;762415300;392
future land;0:16;595046245;537
actually;3:47;186116787;445
apply;8:22;666524986;557
green;9:58;258294322;761
expert;2:56;57169867;50
cut face;5:12;585448770;536
group;8:31;427180778;614
security care;0:31;814083341;998
town put;4:58;215822354;32
break;3:21;486867732;311
animal man;6:58;258765344;725
safe;10:24;53522413;665
our;7:0;72928406;946
answer clearly;6:14;235329523;943
assume;1:42;643722886;497
boy;2:58;301131741;465
people drug;10:16;58140974;848
form enough;2:1;75930453;274
student lawyer;7:48;846250312;679
send surface;5:30;394374993;500
majority research;4:32;57253246;576
identify;2:16;129096093;623
nice talk;0:58;71273127;165
tell;6:52;693634053;582
exist poor;10:21;149424394;589
degree;3:2;812509766;613
visit;1:54;333415699;51
picture start;2:40;515131298;974
without;2:7;244288379;610
office treatment;9:29;732753602;688
task successful;8:12;514992522;645
seek;5:20;853563983;393
including;9:0;477263950;863
artist pattern;0:53;391848637;77
amount;3:37;615021786;192
score physical;6:32;262552009;74
you;4:48;382971706;997
prevent;1:43;915182003;441
hear foot;8:26;977380137;980
live energy;1:41;632123971;812
past;2:39;553907901;863
which;2:54;760826780;83
charge;3:50;289082999;627
oil prove;9:50;986415177;427
point;6:49;408440267;987
somebody;9:24;105376800;189
radio;8:34;521770434;631
maybe;10:17;708203661;304
record rather;10:44;923902702;250
physical action;7:59;470991313;332
against;3:15;459631857;959
rather;1:36;138648709;857
ten at;0:8;388627672;920
open;2:39;138209766;681
single;10:54;163638581;146
campaign;4:12;916058003;221
imagine heart;9:23;599511349;997
truth establish;6:16;478655143;515
affect;8:31;915184848;41
soon;3:0;607017039;403
last;4:3;666159754;770
thousand;6:32;522970243;191
project;7:29;57409408;934
security character;6:14;281741246;788
sometimes us;1:18;433577298;214
why morning;2:2;376078483;201
others;10:39;338121058;394
help law;10:10;239595704;282
pass;7:51;979901163;480
leave north;2:55;808491959;274
best detail;3:6;124354084;676
memory out;4:30;287005531;361
medical boy;0:43;577148102;257
low land;4:45;760681745;451
upon give;9:32;610924088;647
area lay;1:42;189841494;417
four over;5:26;150864486;620
week between;3:24;529766967;574
tough;8:7;457496963;448
condition less;4:25;254803232;627
yet;2:35;296765608;82
might;8:26;696047844;790
too;1:36;915024759;959
yet treatment;2:24;835355215;895
her simple;5:54;191751566;864
main animal;7:0;184099677;235
form;1:18;330070443;37
relationship subject;4:55;813089683;628
attorney before;6:49;471049153;9
total;9:36;483579411;519
college military;0:29;22942014;341
security provide;6:22;127131123;96
condition national;5:47;832141853;784
half;0:14;211746657;261
hit;1:50;880369995;44
social section;6:14;476616239;9
trade expert;8:44;652975393;107
ok national;0:30;848570947;576
physical;8:25;595487474;571
cut safe;7:29;632431517;378
car agreement;9:53;207858239;229
matter fly;1:0;905273558;690
girl finish;8:21;86970000;943
allow fight;4:53;23402135;384
he;2:8;240341175;715
prevent most;2:18;696359782;768
finally teach;8:59;285041926;400
view;7:47;90068806;927
area;1:5;832822504;63
order;4:7;573978919;837
country;8:15;971091960;159
middle;9:55;746115681;4
bar central;3:46;885913989;739
billion;10:41;164066536;153
college American;7:12;841866330;190
cost eat;9:25;506536604;408
total;6:51;607408288;587
like;1:11;915735000;383
many;6:25;33709832;668
brother consider;9:18;432457407;518
magazine;5:12;539640686;17
from;10:43;300325406;468
them;7:25;831414841;13
town;9:33;456123966;722
she order;1:9;696477424;707
write;4:45;671233276;861
top suffer;4:1;350774121;3
car;0:15;346393745;685
share there;6:39;922020014;86
scientist;2:38;850199397;813
guess;2:29;775346162;974
water;9:47;722361983;406
choice those;6:41;374433582;197
animal enjoy;6:9;621071575;735
a daughter;2:39;296804855;592
design;7:8;828215982;884
security reason;9:38;41404340;390
probably;4:14;37618855;733
western become;1:44;376212039;536
mean reach;2:49;168358655;42
degree form;2:55;226424924;193
left home;7:42;755195627;54
which four;7:1;41694435;455
year action;3:48;388059677;921
believe;1:38;260932402;106
down;8:7;721289998;402
ok;2:17;673454979;661
hour at;4:59;955957297;424
prove impact;4:47;597284262;922
say control;6:44;677413968;495
remain dinner;9:47;980989273;837
environmental institution;8:52;147231167;99
among;3:42;96175161;357
message end;5:31;63727642;293
care kid;8:9;960234431;263
shoulder tough;7:22;563081167;132
military;7:39;160649333;598
large television;10:3;756158420;843
the;8:5;73920411;298
bit;7:10;256433101;658
front teacher;8:50;11862071;684
tax;8:29;624113593;147
issue find;2:52;602034228;71
thousand;0:12;644211651;453
person serve;9:39;704709166;491
hand remain;2:1;98983398;910
why box;5:48;194738257;275
fire as;9:46;321408159;40
total treat;2:0;802566429;342
break;0:57;206671223;307
than treat;0:45;794271700;674
instead;5:19;307359674;755
help head;7:51;751029313;432
affect themselves;5:23;333535631;429
home lead;2:40;950658060;247
or;5:9;962434375;951
partner record;7:18;635705707;542
two;1:3;987768383;356
physical against;9:48;202559373;337
hear;5:57;195010222;483
agent may;5:3;789348836;578
strong boy;9:54;41539199;819
hair;9:24;135122423;363
simple;8:35;50561643;730
actually economy;10:54;893809347;964
pattern series;10:36;987452477;505
movement;9:19;197855163;336
easy;10:47;220878984;747
point;9:17;889257459;223
must;3:32;374745822;162
paper take;7:4;171014942;781
involve;10:15;312242576;659
although;9:59;225201682;993
energy;0:2;631113364;134
respond;1:41;718280588;342
before;3:59;795195740;833
movie set;10:9;260027908;900
scene boy;7:38;194658123;306
system;5:27;565344485;831
street;8:42;627307466;923
recent;1:16;357387033;808
skill;6:51;952714986;101
though receive;10:50;427034672;339
war;2:25;807549819;279
news;9:15;283524695;472
sport;8:55;967063258;700
chance;1:23;614017542;621
until book;2:29;439523497;998
blue study;3:21;681680003;143
already art;6:59;43060397;919
us;3:55;369869756;506
down;4:54;682646705;786
about;2:26;653135978;497
toward;6:36;84850480;342
soldier;2:47;629020284;402
offer;7:13;418908307;732
another guess;3:1;281203118;145
allow;6:25;316305629;653
central;10:44;419510530;389
with;6:56;365077856;277
reality;4:59;433145415;355
blood morning;5:7;173329767;430
safe total;5:26;623141491;804
several;3:25;151665528;247
thus his;10:34;168481803;429
lose;0:28;872961919;807
while above;3:14;683433620;630
reflect;5:20;790242071;469
contain beat;9:42;55196338;21
east seek;9:52;776552702;17
possible long;5:0;353209916;940
learn no;10:39;9393338;639
value quality;1:54;581781719;259
move prepare;0:14;483240915;401
election;10:57;401266502;905
billion hand;5:26;814521942;64
put;5:5;137966718;866
thus;7:44;131408085;893
fill;8:5;893883418;859
wish each;3:55;49453299;167
camera red;1:19;501507348;124
civil;0:49;895928622;47
security;4:47;874760209;195
mother;7:37;406963342;658
rise by;6:53;417062258;742
itself;0:26;342334983;22
need professor;4:18;10845035;696
couple game;7:12;703335385;514
myself;0:46;664271030;205
which;2:3;913324491;217
while major;7:36;618473839;60
whole certainly;1:43;765701627;425
budget;4:26;993903292;301
price;0:25;627630185;223
choice;8:36;181372671;148
want;7:59;870341850;965
itself shake;5:40;367519124;664
feel necessary;1:50;803378917;389
point;3:47;349982972;70
thousand;7:30;102533747;843
sense up;0:44;314451427;374
size type;3:57;710305121;226
discover;0:7;628200182;999
structure contain;3:43;907744391;144
ready whole;2:9;985912496;755
society life;1:33;462120380;714
operation deep;8:17;28990911;497
strong activity;7:7;650227331;147
rest feel;2:19;80701893;98
organization;4:35;371477970;930
design federal;3:19;191660679;157
music;5:27;367129739;150
always difference;8:46;849582461;457
certain;0:33;311735131;213
current;1:49;948599281;59
else computer;4:18;705537517;918
include;10:8;886209163;653
specific;2:48;107176986;832
take establish;8:31;428886731;644
really determine;3:30;497673830;697
page over;9:4;814279970;803
happen;8:13;937412180;901
task tree;6:38;402818975;544
he account;2:21;182109357;43
detail easy;10:34;66935543;75
window;7:7;545813754;136
politics along;0:17;2321773;7
skin;10:39;342188250;279
provide;1:17;985562272;406
run;1:2;584536683;821
pull;8:8;817011084;39
forget;4:49;749895839;522
minute cost;10:50;374830545;166
however policy;0:30;101515919;902
put about;1:24;216322572;75
big;2:54;630211264;775
smile;8:9;98101382;774
party;2:53;65342154;295
beautiful;3:39;281207816;388
company when;8:56;764845249;410
choose significant;7:52;332508874;246
hope;3:44;624201489;257
accept ready;9:55;870151241;516
interest sing;3:44;892333875;563
young four;1:4;73490716;280
continue bag;9:20;746597300;409
only pattern;9:25;888061610;727
environmental particular;6:7;965705945;958
manage;8:36;935310099;770
partner travel;7:3;557829886;794
attention;6:34;553780314;671
factor ahead;0:45;793804500;158
unit analysis;0:5;278565054;560
result rather;4:26;473972924;188
direction;2:43;622111198;373
firm peace;7:37;451652594;74
happen successful;0:54;57759851;801
future particular;2:10;408414998;265
continue;6:48;337511925;533
early;6:11;119246291;668
real story;6:46;163068402;676
create;5:34;483489759;823
catch discussion;9:33;311155287;127
reflect poor;4:42;539032861;723
your;4:39;39907027;342
Congress;8:46;416882332;333
foot reason;7:17;334223018;256
control doctor;1:53;183625945;183
require suddenly;8:16;827010938;242
agent partner;0:7;734376206;436
mind however;9:35;605549751;355
accept;8:42;314634115;947
response though;5:21;490967093;125
past;1:26;369118406;480
particularly;1:27;327728440;740
need;6:16;129627187;374
government economic;0:33;644456724;544
research statement;1:39;264560394;93
threat message;8:31;7262813;728
onto;2:19;564845528;391
within;8:44;766007721;653
team return;2:32;109601237;794
issue himself;3:11;88214954;380
fund;2:53;193489795;413
offer;5:46;434145966;856
language;6:27;59038006;984
light;5:50;369588161;18
floor people;7:51;237023357;187
treat idea;9:44;442862495;893
evening;3:45;281692844;134
floor entire;9:37;797814745;39
their;0:4;369789242;808
page themselves;0:38;660330326;974
Democrat admit;1:39;65175208;295
spring executive;3:54;292830011;118
few seek;3:43;96282917;679
may store;3:44;832131496;987
win door;8:23;137503919;585
mission ask;7:10;246810438;486
north chance;3:58;192613077;807
recognize since;2:52;645799575;616
save those;2:54;152136541;710
near collection;10:48;615693046;49
great;3:20;569150022;754
hold development;6:34;4412527;85
interview measure;0:34;646130631;307
couple;9:6;129505852;397
air;0:54;527588501;366
perhaps magazine;4:36;121715908;324
option thousand;1:9;960330591;634
member hit;1:16;904616539;666
hundred garden;2:48;227620572;578
discuss buy;2:54;612655408;301
know;10:49;243496975;401
administration may;3:49;28821352;314
one;9:22;172681335;850
memory;0:22;488925414;756
around;7:51;318180086;851
matter TV;10:17;482495870;149
example question;4:42;199254021;543
station;0:16;170376983;179
difficult;2:4;984071342;792
still civil;10:46;895481076;562
very;5:56;230587755;360
door else;1:54;56234218;205
account;10:0;403957723;4
set;2:36;222002361;512
character;4:37;598864353;748
southern despite;2:17;834215046;974
room such;6:29;496988113;597
real moment;8:8;676835815;735
enough;5:16;948228028;599
discuss maintain;9:40;237041716;434
boy;6:12;684862384;151
Republican;1:49;682368008;51
which focus;4:56;20031792;321
tax best;8:31;587473995;523
middle;4:33;828357609;906
ability;5:52;744600983;652
meet;1:15;120424984;848
task treatment;0:59;669004774;315
final;7:59;756715440;297
miss;7:7;862792710;449
pressure;6:23;508264331;656
fact option;10:48;849411805;972
require us;7:15;957786455;695
military dream;5:29;709083081;623
a sure;3:14;28705455;639
television guess;9:24;478809265;783
send somebody;5:57;220421328;288
can bit;6:27;283048098;902
ok majority;0:51;431314656;162
role best;10:15;767614457;2
ground family;4:51;176133792;152
option audience;10:51;319330375;596
stand;1:27;6518228;188
for;10:29;345518880;906
best;5:36;121078339;921
war;1:2;412972987;156
argue;0:44;500865946;309
but;8:43;650433785;517
ahead total;10:34;438343292;767
project although;1:45;255599075;718
why;2:18;891037274;728
issue;5:14;140110479;78
consumer;3:17;880881147;92
see;9:5;666078922;377
seat;5:10;636018200;121
fire;0:16;316215068;87
attention;8:46;174103498;40
key;8:35;790052161;822
food son;2:48;92212868;307
grow present;1:26;464523082;263
away federal;4:49;736306980;72
general;5:42;656664992;916
write back;4:39;941331341;331
guy answer;9:35;161424344;829
budget;10:2;331172500;517
themselves skill;3:5;245735784;862
blood;4:54;955364680;620
stuff;9:34;231174442;975
student environment;7:6;463193504;377
gun;7:8;774016886;530
job television;9:59;798800777;142
be;5:4;59735480;499
close;2:5;554657553;728
finally;9:2;391131749;426
send method;1:57;381943249;367
short director;1:35;340150003;345
Mrs bag;0:46;727790404;914
before store;10:25;246702349;384
music;2:7;219960589;282
size feeling;6:6;622790396;146
figure;9:52;424362935;368
ready;7:37;295972285;510
throughout;0:30;217692695;128
interview play;9:21;719376315;710
suffer evening;0:22;345876003;615
subject;8:14;501220493;991
minute card;5:29;523117928;266
herself to;10:38;151764119;555
specific;8:37;939514872;582
school firm;5:17;57646465;286
production to;3:57;952769899;507
when;1:34;760189460;266
travel;1:53;531669143;706
senior night;5:13;253041320;517
quite;9:25;410072087;988
region structure;2:5;307996286;426
relate;8:22;844424531;457
ten;10:36;765984775;13
last cut;7:0;369682010;436
tend;5:40;100294338;262
staff stuff;4:28;126131430;805
book;1:29;877186602;210
senior;10:5;826381459;763
they try;3:7;315477313;470
ago perform;9:26;644431664;47
project;4:10;294417845;346
reflect million;4:57;716000490;152
suggest;5:11;389332886;264
question may;9:12;754709443;714
job issue;2:57;421696533;146
clearly significant;6:26;55383864;554
write sort;1:37;410262072;567
find approach;10:10;769638625;553
property;8:43;168708460;672
worry road;5:3;720035515;507
decade particular;2:57;266655545;671
region politics;4:48;300912319;891
center behavior;7:46;418150545;539
tend course;0:12;103554302;584
exist;5:6;769047628;984
color deal;9:47;500701078;173
head;4:1;412537971;628
with interest;8:22;853608289;192
myself;8:26;318979505;309
bad trade;6:10;571378133;859
reality star;7:55;979893033;375
upon trade;5:15;269347513;103
find;6:29;43178282;594
fire modern;2:2;222163359;489
no;3:30;998418194;937
Republican court;6:48;378029131;733
step;7:17;957272024;872
ok;3:9;72707306;653
best ahead;6:10;210665962;853
knowledge;1:0;272632136;238
leader;3:36;476996432;566
where north;7:58;358821771;127
represent;2:30;99276787;731
ask;6:48;761402835;180
level;1:4;481888563;902
certainly get;3:6;355380809;829
clear scene;7:39;892801455;303
something analysis;5:57;860847306;292
there wind;4:17;229752688;155
on;3:46;896919474;721
itself;3:49;731960000;387
something;8:0;467681450;794
responsibility;0:55;379702643;516
class that;6:9;225834947;805
concern operation;1:43;932484048;808
science;0:20;510899471;168
TV party;6:6;379053753;712
pretty;6:55;746541232;2
career;6:33;623491937;772
article;1:2;509289934;777
herself;4:43;997339606;373
him citizen;0:22;651460602;967
industry health;3:36;782051303;812
table;6:9;746984631;122
television traditional;5:20;595279032;73
site;2:34;182252333;484
successful;2:40;149087008;597
party size;7:40;478938629;159
guess professional;4:20;329611483;789
song;7:20;455773786;87
ago;5:16;958801675;31
stuff;0:18;743415135;752
recent place;10:0;855405506;345
outside natural;1:57;582402247;721
become feel;7:45;221887638;887
listen he;4:15;527721854;965
father base;4:2;249833513;243
plant;5:42;61060502;740
yourself;8:57;327234178;673
full once;6:56;979200611;674
check;8:52;363526309;9
try;2:11;297290901;710
card huge;4:16;128735353;833
power;2:42;311682502;541
relate;9:55;154834376;768
task;0:21;707765055;404
begin;9:28;860737828;100
again;10:42;704355950;461
tend not;4:29;370376208;175
cell exist;1:57;548267381;197
art;3:56;974421617;893
talk;2:1;36687382;256
player movement;7:17;538597718;156
inside away;5:38;935892666;161
position whether;3:33;239644360;546
glass goal;4:56;114513589;423
weight;4:42;969131558;992
rest;0:28;657501172;823
follow;7:22;890691479;924
wonder;7:1;499547665;412
finish;7:10;178457540;481
red;5:57;100720590;212
final lot;6:55;315290766;409
pass;7:48;731772497;35
serve board;2:16;834427737;689
smile;6:45;189858080;296
decide check;1:26;130011245;717
moment woman;8:8;227627609;567
plant;3:0;725344770;80
authority present;10:44;142592691;163
stop new;7:47;928562358;748
my fast;7:17;324984554;79
road;4:11;550400038;944
something;6:42;979940530;118
push own;10:14;822692521;455
church owner;8:44;828907562;552
probably;7:16;105757039;363
hour;8:39;363727276;460
likely real;3:38;531359666;488
someone environmental;4:51;802107542;234
college;2:26;61329052;85
produce Mr;3:35;271023751;680
effort;6:15;49311154;773
notice;6:9;171696059;227
deal;2:6;66564277;405
official little;7:42;34985636;382
want trouble;9:41;549380427;662
every people;7:33;319804695;698
region;2:29;399410601;897
rate statement;2:25;303919190;425
phone moment;1:43;266040592;919
car;7:4;365626119;186
show;8:54;406651803;360
bank;0:50;210631894;777
ago state;2:2;648285174;10
particular;5:49;834461956;404
exactly most;10:52;280971742;837
behavior talk;5:30;402316416;306
old modern;8:55;132462346;275
people;10:10;32469865;942
discover buy;4:38;403077917;788
main good;0:4;541182537;988
run;3:10;655518501;100
explain majority;0:44;461978260;23
including;7:43;615240561;491
unit people;4:16;208462119;935
back education;5:21;644597854;835
once;9:26;446307033;60
safe;4:9;431236604;601
consumer under;9:12;333213107;511
hospital;8:57;364705455;159
pattern both;5:28;968165216;982
letter;8:7;719223248;49
our character;9:8;470659693;976
American;4:46;231602194;718
life;5:30;109934603;493
movement;5:50;603950382;759
animal necessary;10:32;639392586;628
security;7:38;203775846;182
most natural;9:3;274613277;637
particularly;3:16;322904483;683
feel;2:21;320022797;758
claim;7:40;330553413;970
political;4:34;677203440;297
relationship really;10:7;603296864;352
focus whose;0:27;128713287;391
cut;7:39;911848746;607
at discussion;3:36;247432781;137
our special;8:52;523213030;330
house close;1:37;82501215;308
